standardLat,scope,score,eastScaleErrorPct.p50,eastScaleErrorPct.p95,eastScaleErrorPct.max,shapeDistortionPct.p50,shapeDistortionPct.p95,shapeDistortionPct.max,screenNorthErrorDeg.p95,geoAxisHorizontalShare.p95,widthTiles,heightTiles
50,british-isles,10.91831891,12.06659984,29.11551708,31.4050695,12.06659984,29.11551708,31.4050695,0,0,,
50,scandinavia,19.84297816,28.55752194,52.91460843,56.28683827,28.55752194,52.91460843,56.28683827,0,0,,
50,central-europe,4.45406764,6.24955658,11.27551786,11.69817372,6.66616215,12.17851162,13.24794085,0,0,,
50,mediterranean,11.40002925,18.42908149,24.89750317,25.48961008,22.59271052,33.15136542,34.20947079,0,0,,
50,middle-east,15.0290304,25.01025072,30.88007546,31.36472315,33.35155933,44.67608387,45.6976712,0,0,,
50,western-russia,19.23301733,21.29915877,51.28804622,55.71342807,21.29915877,51.28804622,55.71342807,0,0,,
50.25,emea,16.41228507,21.80333865,39.48516048,50.76693675,25.82869942,45.90656003,50.76693675,0,0,964,1137
50.25,iberia,9.43705684,17.1308152,21.31580441,21.73340241,20.67211743,27.09032514,27.76842622,0,0,,
50.25,british-isles,10.66608325,11.4827879,28.44288866,30.72051364,11.4827879,28.44288866,30.72051364,0,0,,
50.25,scandinavia,19.54424941,27.8878004,52.11799843,55.47266061,27.8878004,52.11799843,55.47266061,0,0,,
50.25,central-europe,4.606587,6.25175135,11.32076216,12.15818286,6.25175135,12.76596691,13.84099652,0,0,,
50.25,mediterranean,11.62325657,18.85402591,25.28875028,25.87777261,23.23470279,33.84865115,34.91229759,0,0,,
50.25,middle-east,15.26345007,25.40091048,31.24015631,31.72227922,34.04989343,45.43372212,46.4606593,0,0,,
50.25,western-russia,18.93746618,20.66724974,50.49990981,54.9022376,20.66724974,50.49990981,54.9022376,0,0,,
50.5,emea,16.51337421,21.1631612,38.7520504,49.97453159,26.4935277,46.67747166,49.97453159,0,0,959,1137
50.5,iberia,9.65662422,17.56636142,21.72935505,22.14475822,21.30970041,27.76181934,28.44350324,0,0,,
50.5,british-isles,10.41293058,10.89685349,27.76781487,30.03346904,10.89685349,27.76781487,30.03346904,0,0,,
50.5,scandinavia,19.24443462,27.21564406,51.31849233,54.65552298,27.21564406,51.31849233,54.65552298,0,0,,
50.5,central-europe,4.81379987,6.23057566,11.78684502,12.61986438,6.64457066,13.36177697,14.4424866,0,0,,
50.5,mediterranean,11.84914088,19.28051523,25.6814198,26.26734632,23.88582544,34.55585363,35.62511996,0,0,,
50.5,middle-east,15.50072715,25.7929905,31.60154626,32.08113521,34.7581592,46.20213547,47.23449856,0,0,,
50.5,western-russia,18.64084054,20.03304337,49.7089081,54.08809801,20.03304337,49.7089081,54.08809801,0,0,,
50.75,emea,16.61688615,21.36377399,38.01629869,49.17927114,27.16785262,47.45939526,49.17927114,0,0,954,1137
50.75,iberia,9.87877583,18.00347706,22.14439584,22.55759628,21.95639084,28.44290541,29.1282233,0,0,,
50.75,british-isles,10.15886571,10.30880777,27.09030857,29.3439488,10.30880777,27.09030857,29.3439488,0,0,,
50.75,scandinavia,18.9435395,26.54106571,50.51610534,53.83544092,26.54106571,50.51610534,53.83544092,0,0,,
50.75,central-europe,5.02335036,6.54830266,12.25460734,13.08320949,6.54830266,13.96609778,15.05256857,0,0,,
50.75,mediterranean,12.07772754,19.70854133,26.07550423,26.6583238,24.54624895,35.27315805,36.34812452,0,0,,
50.75,middle-east,15.74091108,26.18648331,31.96423841,32.44128428,35.47654208,46.9815251,48.01939162,0,0,,
50.75,western-russia,18.34314606,19.39655175,48.91505615,53.27102481,19.39655175,48.91505615,53.27102481,0,0,,
51,emea,16.72287439,21.78447333,37.27791934,48.38117052,27.85185276,48.2525379,48.38117052,0,0,949,1137
51,iberia,10.10355579,18.44215379,22.5609189,22.97190874,22.61235999,29.13376369,29.82276772,0,0,,
51,british-isles,9.90389349,9.71866192,26.41038265,28.65196603,9.71866192,26.41038265,28.65196603,0,0,,
51,scandinavia,18.64156978,25.86407821,49.71085274,53.01243007,25.86407821,49.71085274,53.01243007,0,0,,
51,central-europe,5.23527737,6.2089702,12.7240402,13.54820938,6.6200043,14.57908939,15.671404,0,0,,
51,mediterranean,12.3090631,20.13809606,26.47099607,27.05069759,25.21614822,36.00075434,37.08150277,0,0,,
51,middle-east,15.98405259,26.58138143,32.32822586,32.80271956,36.20523233,47.77209741,48.81554633,0,0,,
51,western-russia,18.0443884,18.75778699,48.11836907,52.45103355,18.75778699,48.11836907,52.45103355,0,0,,
51.25,emea,16.46217704,22.20666177,36.53692642,47.58024495,27.20423019,47.58024495,49.05711205,0,0,944,1137
51.25,iberia,10.33100935,18.88238327,22.97891628,23.38768769,23.27778358,29.83457927,30.52732255,0,0,,
51.25,british-isles,9.64801877,9.12642719,25.72805005,27.95753391,9.12642719,25.72805005,27.95753391,0,0,,
51.25,scandinavia,18.3385312,25.18469444,48.90274986,52.18650607,25.18469444,48.90274986,52.18650607,0,0,,
51.25,central-europe,5.44962083,6.71523144,13.19513466,14.01485518,6.85549686,15.200916,16.29915866,0,0,,
51.25,mediterranean,12.54319533,20.56917126,26.86788781,27.44446024,25.89570269,36.73883743,37.82545113,0,0,,
51.25,middle-east,16.23020376,26.97767732,32.69350169,33.16543419,36.94442512,48.57406418,49.62317595,0,0,,
51.25,western-russia,17.74457326,18.11676126,47.31886203,51.62813984,18.11676126,47.31886203,51.62813984,0,0,,
51.5,emea,16.36265584,22.63033129,35.79333404,46.77650966,26.51146451,47.55395635,49.87333572,0,0,939,1137
51.5,iberia,10.56118301,19.3241571,23.39838003,23.80492524,23.95284191,30.54554204,31.24207872,0,0,,
51.5,british-isles,9.39124642,8.53211485,25.04332378,27.26066567,8.53211485,25.04332378,27.26066567,0,0,,
51.5,scandinavia,18.03442953,24.50292733,48.09181209,51.35768467,24.50292733,48.09181209,51.35768467,0,0,,
51.5,central-europe,5.66642175,6.27355221,13.66788177,14.48313801,6.59238995,15.83174611,16.93600265,0,0,,
51.5,mediterranean,12.78017331,21.0017587,27.26617187,27.83960423,26.58509651,37.48760731,38.58017121,0,0,,
51.5,middle-east,16.47941805,27.37536346,33.06005893,33.52942125,37.69432078,49.38764273,50.44249934,0,0,,
51.5,western-russia,17.44370635,17.47348675,46.51655026,50.80235934,17.47348675,46.51655026,50.80235934,0,0,,
51.75,emea,16.47320405,23.05547382,35.04715634,45.96997995,26.20265879,48.36923802,50.70143268,0,0,934,1137
51.75,iberia,10.7941245,19.7674669,23.81930217,24.22361343,24.63772005,31.26684691,31.96723218,0,0,,
51.75,british-isles,9.13358132,7.93573621,24.35621686,26.56137457,7.93573621,24.35621686,26.56137457,0,0,,
51.75,scandinavia,17.72927057,23.81878986,47.27805486,50.52598163,23.81878986,47.27805486,50.52598163,0,0,,
51.75,central-europe,5.88572223,6.70018286,14.14227252,14.95304897,7.17381414,16.47175267,17.58211057,0,0,,
51.75,mediterranean,13.0200474,21.43585015,27.66584068,28.23612206,27.28451869,38.24726926,39.34586992,0,0,,
51.75,middle-east,16.73175035,27.77443227,33.42789062,33.89467381,38.45512489,50.21305608,51.27374111,0,0,,
51.75,western-russia,17.14179338,16.82797571,45.71144902,49.97370779,16.82797571,45.71144902,49.97370779,0,0,,
52,emea,16.58640979,23.48208126,34.29840754,45.16067119,26.90627167,49.19643539,51.54163264,0,0,928,1137
52,iberia,11.02988282,20.2123042,24.24167467,24.64374429,25.33260799,31.99869396,32.70298406,0,0,,
52,british-isles,8.87502839,7.33730263,23.66674238,25.85967392,7.33730263,23.66674238,25.85967392,0,0,,
52,scandinavia,17.42306013,23.13229507,46.46149367,49.6914128,23.13229507,46.46149367,49.6914128,0,0,,
52,central-europe,6.10756553,6.57960493,14.61829787,15.42457909,6.57960493,17.12111319,18.23766163,0,0,,
52,mediterranean,13.26286933,21.87143735,28.06688663,28.63400617,27.99416322,39.018034,40.12275964,0,0,,
52,middle-east,16.98725702,28.17487615,33.79698974,34.26118492,39.22704848,51.05053322,52.11713184,0,0,,
52,western-russia,16.83884011,16.18024044,44.90357364,49.14220096,16.18024044,44.90357364,49.14220096,0,0,,
52.25,emea,16.80653172,23.91014549,34.38069248,44.34859877,27.62021751,50.03578063,52.39417143,0,0,923,1137
52.25,iberia,11.26850834,20.65866054,24.66548951,25.06530983,26.03770076,32.74128862,33.44954089,0,0,,
52.25,british-isles,8.61559255,6.73682551,22.97491347,25.15557708,6.73682551,22.97491347,25.15557708,0,0,,
52.25,scandinavia,17.11580402,22.44345601,45.64214406,48.85399405,22.44345601,45.64214406,48.85399405,0,0,,
52.25,central-europe,6.33199609,6.68259212,15.09594877,15.89771941,7.16114203,17.78000996,18.90283985,0,0,,
52.25,mediterranean,13.50869223,22.30851201,28.46930208,29.03324898,28.71422929,39.80011786,40.91105844,0,0,,
52.25,middle-east,17.24599596,28.57668748,34.16734927,34.62894761,40.01030821,51.90030919,52.97290825,0,0,,
52.25,western-russia,16.53485231,15.53029326,44.09293951,48.30785467,15.53029326,44.09293951,48.30785467,0,0,,
52.5,emea,17.06576568,23.71644839,34.75110109,43.53377817,28.34469912,50.88751216,53.25929121,0,0,918,1137
52.5,iberia,11.51005278,21.10652743,25.09073861,25.48830202,26.75319865,33.49484181,34.20711473,0,0,,
52.5,british-isles,8.35527873,6.67282267,22.28074328,24.44909747,7.14992445,22.28074328,24.44909747,0,0,,
52.5,scandinavia,16.80750812,21.7522858,44.82002164,48.01374134,21.7522858,44.82002164,48.01374134,0,0,,
52.5,central-europe,6.55905955,7.20935128,15.57521612,16.37246091,7.76948041,18.44863013,19.57783416,0,0,,
52.5,mediterranean,13.75757068,22.7470658,28.87307937,29.4338429,29.44492145,40.59374301,41.71099024,0,0,,
52.5,middle-east,17.50802662,28.9798586,34.53896217,34.99795486,40.80512658,52.76262539,53.84131344,0,0,,
52.5,western-russia,16.22983577,14.87814656,43.27956205,47.47068481,14.87814656,43.27956205,47.47068481,0,0,,
52.75,emea,17.32831271,23.01177254,35.12275194,42.71622489,29.07992477,51.75187486,54.1372407,0,0,913,1137
52.75,iberia,11.75456928,21.55589634,25.51741387,25.9127128,27.47930735,34.25957018,34.97592337,0,0,,
52.75,british-isles,8.09409189,7.05997966,21.58424505,23.74024852,7.05997966,21.58424505,23.74024852,0,0,,
52.75,scandinavia,16.49817827,21.05879761,43.99514206,47.17067067,21.05879761,43.99514206,47.17067067,0,0,,
52.75,central-europe,6.78880283,7.73787704,16.05609079,16.84879457,8.38684044,19.12716592,20.26283862,0,0,,
52.75,mediterranean,14.00956075,23.18709037,29.27821082,29.8357803,30.18644975,41.39913761,42.52278501,0,0,,
52.75,middle-east,17.77341009,29.38438184,34.91182134,35.36819966,41.61173209,53.63772971,54.72259705,0,0,,
52.75,western-russia,15.92379629,14.22381274,42.46345676,46.63070733,14.22381274,42.46345676,46.63070733,0,0,,
53,emea,17.5942348,22.97389083,35.49563796,41.8959545,29.82610842,52.62912023,55.02827536,0,0,908,1137
53,iberia,12.00211246,22.00675871,25.94550717,26.3385341,28.21623816,35.03569625,35.75619053,0,0,,
53,british-isles,7.83203701,6.6512918,20.88543203,23.02904374,7.12521034,20.88543203,23.02904374,0,0,,
53,scandinavia,16.18782038,20.36300463,43.16752101,46.32479807,20.36300463,43.16752101,46.32479807,0,0,,
53,central-europe,7.02127415,8.26815933,16.53856364,17.3267113,9.01340175,19.81581477,20.95805256,0,0,,
53,mediterranean,14.26472009,23.62857735,29.68468871,30.23905352,30.93902998,42.216536,43.34667898,0,0,,
53,middle-east,18.04220916,29.7902495,35.2859197,35.73967496,42.43035945,54.52587681,55.61701554,0,0,,
53,western-russia,15.61673969,13.56730426,41.64463917,45.78793821,13.56730426,41.64463917,45.78793821,0,0,,
53.25,emea,17.86359568,23.42062888,35.86975206,41.07298262,30.51659763,53.5195067,55.93265769,0,0,902,1137
53.25,iberia,12.25273846,22.45910596,26.37501036,26.7657578,28.96420817,35.82344866,36.54814606,0,0,,
53.25,british-isles,7.56911907,7.19269809,20.18431753,22.31549666,7.3952096,20.18431753,22.31549666,0,0,,
53.25,scandinavia,15.87644035,19.66492011,42.33717426,45.47613966,19.66492011,42.33717426,45.47613966,0,0,,
53.25,central-europe,7.25652307,8.80018807,17.02262547,17.80620201,9.64934893,20.51477956,21.66368077,0,0,,
53.25,mediterranean,14.52310791,24.07151833,30.0925053,30.64365489,31.70288383,43.04617899,44.18291483,0,0,,
53.25,middle-east,18.31448834,30.19745386,35.66125012,36.11237368,43.26124981,55.42732831,56.52483237,0,0,,
53.25,western-russia,15.30867183,12.90863363,40.82312487,44.94239349,12.90863363,40.82312487,44.94239349,0,0,,
53.5,emea,18.13646084,23.86882489,36.2450871,40.24732491,29.75272326,54.4232998,56.85065738,0,0,897,1137
53.5,iberia,12.50650499,22.91292948,26.80591527,27.19437578,29.72344042,36.62306232,37.35202613,0,0,,
53.5,british-isles,7.30534308,6.76665776,19.48091489,21.59962086,7.0973904,19.48091489,21.59962086,0,0,,
53.5,scandinavia,15.56404411,18.96455735,41.50411762,44.6247116,18.96455735,41.50411762,44.6247116,0,0,,
53.5,central-europe,7.49460056,9.33395313,17.50826707,18.28725757,10.29487162,21.22426872,22.37993369,0,0,,
53.5,mediterranean,14.7847851,24.51590489,30.50165282,31.04957671,32.47823909,43.88831399,45.03174197,0,0,,
53.5,middle-east,18.59031395,30.60598716,36.03780546,36.48628873,44.10465096,56.34235305,57.44631829,0,0,,
53.5,western-russia,14.99959856,12.24781337,39.9989295,44.09408929,12.24781337,39.9989295,44.09408929,0,0,,
53.75,emea,18.4128976,24.31847033,36.62163594,39.41899709,28.98637859,55.34077243,57.78255164,0,0,892,1137
53.75,iberia,12.76347139,23.36822062,27.23821368,27.62437988,30.49416419,37.4347787,38.16807349,0,0,,
53.75,british-isles,7.04071406,7.17852201,18.7752375,20.88142999,7.73368639,18.7752375,20.88142999,0,0,,
53.75,scandinavia,15.2506376,18.26192967,40.66836694,43.77053009,18.26192967,40.66836694,43.77053009,0,0,,
53.75,central-europe,7.73555902,9.86944433,17.99547919,18.76986883,10.95016474,21.94449649,23.1070276,0,0,,
53.75,mediterranean,15.04981426,24.96172855,30.9121235,31.45681124,33.2653299,44.74319528,45.8934167,0,0,,
53.75,middle-east,18.86975415,31.01584161,36.41557855,36.86141299,44.96081758,57.27122733,58.38175154,0,0,,
53.75,western-russia,14.68952578,11.58485609,39.17206876,43.24304173,11.58485609,39.17206876,43.24304173,0,0,,
54,emea,18.69297521,24.76955664,36.99939142,38.58801493,28.76921111,56.27220514,58.7286254,0,0,886,1137
54,iberia,13.02369867,23.82497072,27.67189738,28.0557619,31.27661512,38.25884598,38.99653765,0,0,,
54,british-isles,6.77523705,7.10091518,18.06729881,20.16093771,7.10091518,18.06729881,20.16093771,0,0,,
54,scandinavia,14.9362268,17.55705046,39.82993814,42.9136114,17.55705046,39.82993814,42.9136114,0,0,,
54,central-europe,7.97945235,10.40665149,18.48425257,19.25402659,11.61542867,22.6756831,23.84518481,0,0,,
54,mediterranean,15.31825976,25.40898083,31.32390951,31.86535073,34.06439691,45.61108427,46.76820249,0,0,,
54,middle-east,19.15287906,31.42700943,36.7945622,37.23773932,45.83001145,58.21423516,59.33141814,0,0,,
54,western-russia,14.37845939,10.91977438,38.34255837,42.38926704,10.91977438,38.34255837,42.38926704,0,0,,
54.25,emea,18.97676488,25.22207523,37.37834633,37.75439426,29.54845795,57.21788634,59.68917162,0,0,881,1137
54.25,iberia,13.2872496,24.28317109,28.1069581,28.48851363,32.07103551,39.09551934,39.83767515,0,0,,
54.25,british-isles,6.50891711,7.16180916,17.35711228,19.43815774,7.71429203,17.35711228,19.43815774,0,0,,
54.25,scandinavia,14.62081769,16.84993313,38.98884717,42.05397183,16.84993313,38.98884717,42.05397183,0,0,,
54.25,central-europe,8.22633597,10.94556437,18.97457788,19.73972164,12.2908694,23.41805496,24.59463391,0,0,,
54.25,mediterranean,15.5901878,25.85765322,31.73700301,32.27518741,34.87568756,46.4922497,47.65637021,0,0,,
54.25,middle-east,19.43976079,31.83948278,37.17474918,37.61526055,46.71250171,59.17166855,60.29561216,0,0,,
54.25,western-russia,14.06640531,10.25258093,37.51041415,41.53278146,10.25258093,37.51041415,41.53278146,0,0,,
54.5,emea,19.15929702,25.67601748,36.91815095,37.75849347,30.33969002,58.17811261,60.66449156,0,0,876,1137
54.5,iberia,13.55418874,24.74281299,28.54338756,28.92262684,32.87767451,39.94506118,40.69174979,0,0,,
54.5,british-isles,6.24175929,7.44802052,16.64469145,18.71310384,7.44802052,16.64469145,18.71310384,0,0,,
54.5,scandinavia,14.30441627,16.14059114,38.14511006,41.19162777,16.14059114,38.14511006,41.19162777,0,0,,
54.5,central-europe,8.47626695,11.48617273,19.4664458,20.22694472,12.97669876,24.17184489,25.35560993,0,0,,
54.5,mediterranean,15.8656665,26.30773717,32.15139615,32.68631348,35.6994563,47.38696792,48.55819843,0,0,,
54.5,middle-east,19.73047348,32.2532538,37.55613227,37.99396949,47.60856515,60.14382778,61.27463601,0,0,,
54.5,western-russia,13.75336947,9.58328842,36.67565192,40.6736013,9.81175496,36.67565192,40.6736013,0,0,,
54.75,emea,19.43422906,25.89658936,37.16745444,38.1398256,31.14315869,59.15318902,61.65489505,0,0,870,1137
54.75,iberia,13.82458253,25.20388769,28.98117745,29.35809327,33.69678838,40.80774139,41.55903291,0,0,,
54.75,british-isles,5.9737687,7.14248813,15.93004986,17.98578981,7.69187973,15.93004986,17.98578981,0,0,,
54.75,scandinavia,13.98702858,15.42903801,37.29874287,40.32659562,15.42903801,37.29874287,40.32659562,0,0,,
54.75,central-europe,8.72930396,12.02846626,19.95984697,20.71568658,13.67313465,24.93729236,26.12835463,0,0,,
54.75,mediterranean,16.14476592,26.75922411,32.56708102,33.0987211,36.53596482,48.29552318,49.47397365,0,0,,
54.75,middle-east,20.02509344,32.66831463,37.93870419,38.37385894,48.51848642,61.13102168,62.26880069,0,0,,
54.75,western-russia,13.43935785,9.49299125,35.83828759,39.81174292,10.4886808,35.83828759,39.81174292,0,0,,
55,emea,19.73035446,25.11811294,37.55597692,38.52233546,31.95912253,60.14342937,62.66070085,0,0,865,1137
55,iberia,14.09849933,25.66638639,29.42031943,29.79490461,34.52864073,41.68383761,42.43980361,0,0,,
55,british-isles,5.70495043,7.71666876,15.21320114,17.2562295,7.80861938,15.21320114,17.2562295,0,0,,
55,scandinavia,13.66866064,14.71528727,36.44976171,39.45889185,14.71528727,36.44976171,39.45889185,0,0,,
55,central-europe,8.98550743,12.57243464,20.45477198,21.20593789,14.38040118,25.71464372,26.9131167,0,0,,
55,mediterranean,16.42755818,27.21210545,32.98404972,33.51240242,37.38548233,49.21820787,50.40399057,0,0,,
55,middle-east,20.3236992,33.08465735,38.32245768,38.75492167,49.44255837,62.13356797,63.27842616,0,0,,
55,western-russia,13.12437641,10.05263764,34.99833709,38.94722272,10.60186762,34.99833709,38.94722272,0,0,,
